Unnamed: 0,Distance,Beach,Review_Score,N_Reviews,Price,latitude,longitude
0,0.2286755771741118,0.006817549106268341,,,771.0,38.53487154948176,-0.12809386162926767
1,0.9793437990919842,0.3351821362409283,9.008424794238897,4424.0,1169.0,38.539258194544516,-0.11276794491027678
2,0.07407456198680368,0.031720947578708865,,,774.0,38.53875374662017,-0.12969116155610422
3,0.16510169942101438,0.00901007770608304,,,165.0,38.534617480185496,-0.128578210920728
4,0.19250261321223927,0.0653793462723306,7.101025878257087,36.0,986.0,38.539816843526175,-0.1312906545097581
5,0.6152743827652127,0.0920953195484103,8.578949126934065,878.0,185.0,38.537303625520835,-0.12316883634859895
6,0.1135135854344006,0.03081588536655815,,,1044.0,38.538364857030786,-0.13241873439124816
7,2.1243540124736837,1.3786370047833785,8.509980144676389,650.0,692.0,38.55133488600964,-0.0992930252495479
8,1.3831123170105202,0.9208171730057285,7.729274076983309,2421.0,1517.0,38.53925287775226,
9,0.2003319930340094,0.3347748262203942,8.391350288256971,1827.0,11535.0,38.53958271565512,-0.1305683012168171
10,0.45275021156865264,0.40917241221417183,7.464729414394158,823.0,911.0,38.54583195262626,-0.10723213440872964
11,0.19178730576517233,0.03438763897031452,,,1111.0,38.534550480550614,-0.13037076807303297
12,0.16759046140044512,0.04966193204184394,,,849.0,38.534889035371656,-0.12860828627664805
13,2.1734853314854807,1.380636536225936,8.570249854519625,663.0,1030.0,38.55067546822992,-0.09669624215752506
14,1.289926315491282,0.06943085689608136,7.8194193297561485,132.0,316.0,38.53641317501711,-0.15253739482990283
15,1.249983955587706,0.05426734323162232,7.863702215473711,208.0,810.0,38.53691669604048,-0.1537489980650075
16,1.2129843804065517,0.6552539047939026,9.12700510235985,4160.0,15022.0,38.539221262583666,-0.15817291448311305
17,1.438074036631134,0.10574837810148441,,,1208.0,38.53201247888292,-0.10759750101595462
18,1.4193366555675844,0.0975687347123058,,,1284.0,38.53130671970721,-0.1060370568156094
19,0.8864226779142071,1.0874573814534423,8.625057973392849,2183.0,12383.0,38.55819448562907,-0.10178210184535748
20,0.93072113664598,0.20270355859146652,8.85853009495465,528.0,926.0,38.549534940222784,
21,1.4106084358480175,0.07673364267848608,,,182.0,38.53210410543339,-0.10811395311226568
